45|0
45|0
45|0
45|0
46|0
46|0
46|0
46|0
46|0
46|0
47|0
47|0
46|0
47|0
47|0
47|0
47|0
47|0
47|0
47|0
47|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
48|0
49|0
48|0
48|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
50|100
49|95
47|85
46|80
45|75
45|75
44|70
43|65
42|60
42|60
41|55
41|55
42|60
41|55
41|55
41|55
41|55
41|55
41|55
40|50
40|50
40|50
40|50
41|55
40|50
40|50
40|50
41|55
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
39|0
41|0
41|0
41|0
42|0
44|0
44|0
44|0
44|0
45|0
45|0
45|0
45|0
45|0
46|0
46|0
46|0
46|0
46|0
47|0
47|0
47|0
47|0
47|0
48|0
48|0
48|0
48|0
48|0
48|0
47|0
48|0
49|0
48|0
48|0
49|0
49|0
48|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
49|0
50|100
48|90
47|85
46|80
45|75
45|75
44|70
43|65
43|65
43|65
42|60
42|60
42|60
41|55
42|60
41|55
41|55
41|55
41|55
41|55
40|50
40|50
41|55
40|50
40|50
41|55
40|50
40|50
40|50
40|50
41|55
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
40|50
39|0
41|0
41|0
42|0
42|0
43|0
44|0
44|0
44|0
45|0
44|0
46|0
45|0
46|0
46|0
46|0
